Field of View,Cell ID,X,Y,Region
5,258,1073.8,1272.5,SVZ
5,259,1369.4,1281.2,SVZ
5,260,1146.5,1287,SVZ
5,261,543.26,1297.4,SVZ
5,262,781.33,1307.9,SVZ
5,263,628.89,1311.4,SVZ
5,264,1011,1322.9,SVZ
5,265,1340.4,1324.3,SVZ
5,266,1078.5,1322.9,SVZ
5,267,701.92,1334.7,SVZ
5,268,1132.9,1333.9,SVZ
5,269,1390.7,1330,SVZ
5,270,1129,1382.2,SVZ
5,271,1187,1392.8,SVZ
5,272,1338.9,1394.3,SVZ
5,273,1263.1,1422.6,SVZ
5,274,1414.2,1420.6,SVZ
5,275,1061.1,1446.7,SVZ
5,276,912.22,1453.7,SVZ
5,277,1636.4,1504.4,SVZ
5,278,1517.5,1548.2,SVZ
5,279,598.46,1668.9,SVZ
5,280,342.92,1682.3,SVZ
5,281,817.56,1008.9,SVZ
6,1,689.58,596.01,Choroid Plexus
6,2,1301.4,655.32,Choroid Plexus
6,3,1462.7,704.52,Choroid Plexus
6,4,1106.1,773.68,Choroid Plexus
6,5,1186.7,794.79,Choroid Plexus
6,6,271.67,838.14,Choroid Plexus
6,7,317.41,943.07,Choroid Plexus
6,8,407.83,1007.4,Choroid Plexus
6,9,687.62,1042.3,Choroid Plexus
6,10,1261.3,1052.6,Choroid Plexus
6,11,844.06,1085.6,Choroid Plexus
6,12,1243.9,1107.9,Choroid Plexus
6,13,912.97,1120.8,Choroid Plexus
6,14,1241.4,1161.4,Choroid Plexus
6,15,1230.4,1286.5,Choroid Plexus
6,16,1689.1,1299.6,Choroid Plexus
6,17,427.49,1318.8,Choroid Plexus
6,18,1269.7,1373.6,Choroid Plexus
6,19,387.5,1381.1,Choroid Plexus
6,20,1616,1384,Choroid Plexus
6,21,387.68,1453.5,Choroid Plexus
6,22,739.29,1463.2,Choroid Plexus
6,23,853,1524,Choroid Plexus
6,24,1331.7,1548.7,Choroid Plexus
6,25,370.57,1546.4,Choroid Plexus
6,26,788.33,1560,Choroid Plexus
6,27,440.33,1557.9,Choroid Plexus
6,28,922.88,1596.3,Choroid Plexus
6,29,1107.8,1590.5,Choroid Plexus
6,30,1256.8,1668.7,Choroid Plexus
6,31,1616.2,395.68,Choroid Plexus
6,32,1175,427.15,Choroid Plexus
6,33,1503.9,441.39,Choroid Plexus
6,34,1214.9,479.35,Choroid Plexus
6,35,1643.3,482.6,Choroid Plexus
6,36,1163.7,533.74,Choroid Plexus
6,37,454.92,576.67,Choroid Plexus
6,38,595.53,588,Choroid Plexus
6,39,324.02,594.87,Choroid Plexus
6,40,906,627.83,Choroid Plexus
6,41,786.31,625.34,Choroid Plexus
6,42,254.13,660.79,Choroid Plexus
6,43,443.96,660.93,Choroid Plexus
6,44,380.39,678.69,Choroid Plexus
6,45,906.68,715.8,Choroid Plexus
6,46,1280.7,717.68,Choroid Plexus
6,47,323.03,729.66,Choroid Plexus
6,48,1682.4,754.92,Choroid Plexus
6,49,202.05,756.78,Choroid Plexus
6,50,978.54,825.8,Choroid Plexus
6,51,1324.8,838.48,Choroid Plexus
6,52,1027.8,886.77,Choroid Plexus
6,53,1090.8,919.48,Choroid Plexus
6,54,1240,926.09,Choroid Plexus
6,55,1188.4,937.38,Choroid Plexus
6,56,1351.3,926.91,Choroid Plexus
6,57,1313.2,948.98,Choroid Plexus
6,58,1704.1,983.16,Choroid Plexus
6,59,1289.4,998.08,Choroid Plexus
6,60,1584.1,994.19,Choroid Plexus
6,61,1437.4,1025,Choroid Plexus
6,62,1696.2,1046.5,Choroid Plexus
6,63,1588.4,1061.8,Choroid Plexus
6,64,1390.7,1069.4,Choroid Plexus
6,65,1784.9,1081.5,Choroid Plexus
6,66,1093.3,1104.9,Choroid Plexus
6,67,637.47,1107.5,Choroid Plexus
6,68,1709.9,1117.7,Choroid Plexus
6,69,1789,1118,Choroid Plexus
6,70,1631.6,1126.5,Choroid Plexus
6,71,1344,1157.3,Choroid Plexus
6,72,1013.4,1169.5,Choroid Plexus
6,73,1551.3,1166.4,Choroid Plexus
6,74,1444.5,1185.8,Choroid Plexus
6,75,1282.9,1233.3,Choroid Plexus
6,76,653.02,1243.2,Choroid Plexus
6,77,504.95,1256.1,Choroid Plexus
6,78,583.82,1286.5,Choroid Plexus
6,79,1425.5,1398.2,Choroid Plexus
6,80,1295.1,1433.7,Choroid Plexus
6,81,1278.7,1487.1,Choroid Plexus
6,82,1368.5,1494.7,Choroid Plexus
6,83,605.14,1593.9,Choroid Plexus
6,84,1755.5,1637.6,Choroid Plexus
6,85,490.23,1708.8,Choroid Plexus
6,86,1034.8,358.87,Choroid Plexus
6,87,1105.1,381.5,Choroid Plexus
6,88,1257.8,380.21,Choroid Plexus
6,89,1386.3,399.33,Choroid Plexus
6,90,1322.6,529.93,Choroid Plexus
6,91,1494.6,534.57,Choroid Plexus
6,92,1247.1,579.42,Choroid Plexus
6,93,1652.9,709.22,Choroid Plexus
6,94,1557.5,753.37,Choroid Plexus
6,95,836.96,784.33,Choroid Plexus
6,96,1013.1,767.09,Choroid Plexus
6,97,870.32,862.08,Choroid Plexus
6,98,837.08,922.4,Choroid Plexus
6,99,660.76,935.14,Choroid Plexus
6,100,919.96,986.27,Choroid Plexus
6,101,1808.3,1037.9,Choroid Plexus
6,102,759.1,1081.7,Choroid Plexus
6,103,809.31,1176,Choroid Plexus
6,104,1136.2,1198.8,Choroid Plexus
6,105,1505.3,1409.3,Choroid Plexus
6,106,1344.3,1429.5,Choroid Plexus
6,107,1409.3,1454.2,Choroid Plexus
6,108,389.93,1667.5,Choroid Plexus
6,109,447.85,1672.3,Choroid Plexus
